	Jobs	Date Added	Applied
0	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-DevOps-Engineer_JR1985737?q=devops	2025-01-29 02:47:48	False
1	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/Senior-DevOps-Engineer_JR1987448?q=devops	2025-01-29 02:47:48	False
2	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-DevOps-Engineer_JR1992197?q=devops	2025-01-29 02:47:48	False
3	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-DevOps-Engineer_JR1992604?q=devops	2025-01-29 02:47:48	False
4	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-DevOps-Engineer_JR1993634?q=devops	2025-01-29 02:47:48	False
5	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-HPC-DevOps-Engineer_JR1992821?q=devops	2025-01-29 02:47:48	False
6	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-MA-Westford/Senior-DevOps-Engineer---Accelerated-Computing_JR1990170?q=devops	2025-01-29 02:47:48	False
7	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-DevOps-Engineer--Deep-Learning-Frameworks_JR1981494?q=devops	2025-01-29 02:47:48	False
8	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Poland-Warsaw/Senior-DevOps-Engineer--Deep-Learning-Frameworks_JR1991439?q=devops	2025-01-29 02:47:48	False
9	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/India-Remote/Senior-Software-Engineer---Build--Packaging-and-DevOps_JR1992143?q=devops	2025-01-29 02:47:48	False
10	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Taipei/Senior-Solutions-Architect--Cloud-Infrastructure-and-DevOps---NVIS_JR1989473-1?q=devops	2025-01-29 02:47:48	False
11	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Japan-Remote/Senior-Solutions-Architect--Cloud-Infrastructure-and-DevOps---NVIS_JR1989563?q=devops	2025-01-29 02:47:48	False
12	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-DevOps-and-Automation-Engineer--Fabric-Networking----GPU_JR1993016-1?q=devops	2025-01-29 02:47:48	False
13	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-DevOps-and-Release-Engineer_JR1990823?q=devops	2025-01-29 02:47:48	False
14	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/India-Bengaluru/Service-Reliability-Operations-Engineer_JR1989162?q=devops	2025-01-29 02:47:48	False
15	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Raanana/Software-Verification-Team-Manager_JR1985235?q=devops	2025-01-29 02:47:48	False
16	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Taiwan-Taipei/Senior-Enterprise-Software-Test-Development-Engineer_JR1992511?q=devops	2025-01-29 02:47:48	False
17	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-QA-Test-Development-Engineer_JR1992937?q=devops	2025-01-29 02:47:48	False
18	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-MLOps-Engineer---Security-and-Networking-Research_JR1994287?q=devops	2025-01-29 02:47:48	False
19	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/HPC-Operations-Manager---Hardware-Engineering_JR1975474?q=devops	2025-01-29 02:47:48	False
20	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Solutions-Architect--HPC-and-AI_JR1992460?q=devops	2025-01-29 02:47:48	False
21	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/India-Bengaluru/Software-Engineer_JR1979695?q=devops	2025-01-29 02:47:48	False
22	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/Web-Software-Development-Intern---2025_JR1990876-1?q=devops	2025-01-29 02:47:48	False
23	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer--Deep-Learning-Inference-Workflows_JR1983677?q=devops	2025-01-29 02:47:48	False
24	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Poland-Remote/Senior-Deep-Learning-Performance-Engineer_JR1990202-1?q=devops	2025-01-29 02:47:48	False
25	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Poland-Remote/Senior-Deep-Learning-Performance-Software-Engineer_JR1980206?q=devops	2025-01-29 02:47:48	False
26	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Japan-Tokyo/Solution-Architect---NVIDIA-Cloud-Partners-Infrastructure_JR1983285?q=devops	2025-01-29 02:47:48	False
27	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Beijing/Solution-Architect---Auto_JR1983684?q=devops	2025-01-29 02:47:48	False
28	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Switzerland-Zurich/Senior-Deep-Learning-Engineer--LLM-Accuracy-Evaluation_JR1986604?q=devops	2025-01-29 02:47:48	False
29	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Software-Engineer--Deep-Learning-Inference--TensorRT_JR1991073?q=devops	2025-01-29 02:47:48	False
30	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/India-Bengaluru/Cloud-Platform-Engineer_JR1987598?q=devops	2025-01-29 02:47:48	False
31	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Tel-Aviv/Senior-Networking-AI-Platform-Engineer_JR1988399?q=devops	2025-01-29 02:47:48	False
32	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Platform-and-EngOps-Engineer---Cluster-Operations_JR1990112?q=devops	2025-01-29 02:47:48	False
33	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/System-Software-Engineer--Distributed-Systems_JR1990207?q=devops	2025-01-29 02:47:48	False
34	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Solutions-Architect--GPU---Cloud-Service-Providers_JR1991569?q=devops	2025-01-29 02:47:48	False
35	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Switzerland-Zurich/Manager--LLM-Accuracy-Evaluation_JR1986600?q=devops	2025-01-29 02:47:48	False
36	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Singapore-Singapore-Suntec-Tower/Developer-Advocate-Engineer_JR1983103?q=devops	2025-01-29 02:47:48	False
37	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shenzhen/Software-Engineer-Intern--Autonomous-Vehicle---2025_JR1989724-1?q=devops	2025-01-29 02:47:48	False
38	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-AI-Infrastructure-Engineer_JR1988528?q=devops	2025-01-29 02:47:48	False
39	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Manager--Client-Platform-Engineering_JR1990479?q=devops	2025-01-29 02:47:48	False
40	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Manager--SRE---Infrastructure-and-Engineering-Services_JR1994114?q=devops	2025-01-29 02:47:48	False
41	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Platform-Program-Manager--AI-Computing-Infrastructure_JR1982679?q=devops	2025-01-29 02:47:48	False
42	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-AZ-Remote/Senior-Solutions-Architect--Ethernet-Networking---NVIS_JR1989045?q=devops	2025-01-29 02:47:48	False
43	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/France-Courbevoie/Solutions-Architect--Public-Sector_JR1991351?q=devops	2025-01-29 02:47:48	False
44	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Solutions-Architect--AI-Infrastructure_JR1991725-1?q=devops	2025-01-29 02:47:48	False
45	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Beijing/Senior-Solutions-Architect--Ethernet-Networking_JR1992271?q=devops	2025-01-29 02:47:48	False
46	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Solutions-Architect--Networking_JR1993337-1?q=devops	2025-01-29 02:47:48	False
47	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Israel-Yokneam/Senior-ML-Engineer_JR1993435?q=devops	2025-01-29 02:47:48	False
48	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Solutions-Architect--AI-Infrastructure_JR1994305?q=devops	2025-01-29 02:47:48	False
49	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/UAE-Dubai/Solutions-Architect--NCP_JR1992174-1?q=devops	2025-01-29 02:47:48	False
50	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Singapore-Remote/Senior-Solutions-Architect--Industry-Customer-Success-and-Partnership---NVIS_JR1988921?q=devops	2025-01-29 02:47:48	False
51	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Developer-Advocate-Engineer_JR1988461?q=devops	2025-01-29 02:47:48	False
52	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Japan-Remote/Senior-Solutions-Architect--Industry-Customer-Success-and-Partnership---NVIS_JR1989564?q=devops	2025-01-29 02:47:48	False
53	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Technical-Program-Manager---GPU-Clusters_JR1990181?q=devops	2025-01-29 02:47:48	False
54	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/India-Bengaluru/Senior-Solutions-Architect--Industry-Customer-Success-and-Partnership---NVIS_JR1990788?q=devops	2025-01-29 02:47:48	False
55	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/AI-and-ML-Infra-Engineer--Research-Clusters_JR1992543?q=devops	2025-01-29 02:47:48	False
56	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-TX-Remote/Network-Products-Customer-Quality-Engineer--Integrator_JR1992513?q=devops	2025-01-29 02:47:48	False
57	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-WA-Redmond/Solutions-Architect--AI-and-ML_JR1993773?q=devops	2025-01-29 02:47:48	False
58	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Customer-Program-Manager---GPU-Cloud_JR1994172?q=devops	2025-01-29 02:47:48	False
59	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Technical-Program-Manager---DGX-Cloud_JR1986296?q=devops	2025-01-29 02:47:48	False
60	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Technical-Program-Manager---DGX-Cloud_JR1986296?q=devops	2025-01-29 02:47:48	False
61	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/India-Bengaluru/Senior-Site-Reliability-Engineer--Data-Science-and-ML-Platforms_JR1989547?q=devops	2025-01-29 02:47:48	False
62	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/China-Shanghai/Senior-Site-Reliability-Engineer--Data-Science-and-ML-Platforms_JR1989546-1?q=devops	2025-01-29 02:47:48	False
63	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Senior-Technical-Program-Manager---Infrastructure-Capacity-Management_JR1990749?q=devops	2025-01-29 02:47:48	False
64	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Solutions-Architect--Generative-AI-Agents-and-Data-Processing_JR1991923?q=devops	2025-01-29 02:47:48	False
65	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Remote/Solutions-Architect--Generative-AI-Specialist_JR1983304-1?q=devops	2025-01-29 02:47:48	False
66	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/US-CA-Santa-Clara/Software-Engineering-Manager---Cloud-Infrastructure-Services--DGX-Cloud_JR1993353?q=devops	2025-01-29 02:47:48	False
67	https://nvidia.wd5.myworkdayjobs.com/en-US/NVIDIAExternalCareerSite/job/Japan-Tokyo/Solution-Architect--Automotive_JR1993900?q=devops	2025-01-29 02:47:48	False
